"ref_id","source_seed","raw_citation","authors","title","year","doi","status","screening_paper_id","crossref_confidence","notes"
"snow_00124","LiuLLMAgents2026","","Yuzhe Cai, Shaoguang Mao, Wenshan Wu, Zehua Wang, Yaobo Liang, Tao Ge, Chenfei Wu, Wang You, Ting Song, Yan Xia, Nan Duan, Furu Wei","Low-code LLM: Graphical User Interface over Large Language Models","2024","10.18653/v1/2024.naacl-demo.2","excluded_via_snowball","doi:10.18653/v1/2024.naacl-demo.2","","extraction:llm"
"snow_00125","LiuLLMAgents2026","","José Campos, André Riboira, Alexandre Perez, Rui Abreu","GZoltar: An Eclipse Plug-in for Testing and Debugging","2012","10.1145/2351676.2351752","excluded_via_snowball","doi:10.1145/2351676.2351752","","extraction:llm"
"snow_00126","LiuLLMAgents2026","","Roberto Cavada, Alessandro Cimatti, Michele Dorigatti, Alberto Griggio, Alessandro Mariotti, Andrea Micheli, Sergio Mover, Marco Roveri, Stefano Tonetta","The nuXmv Symbolic Model Checker","2014","10.1007/978-3-319-08867-9_22","excluded_via_snowball","doi:10.1007/978-3-319-08867-9_22","","extraction:llm"
"snow_00127","LiuLLMAgents2026","","Dong Chen, Shaoxin Lin, Muhan Zeng, Daoguang Zan, Jian-Gang Wang, Anton Cheshkov, Jun Sun, Hao Yu, Guoliang Dong, Artem Aliev, Jie Wang, Xiao Cheng, Guangtai Liang, Yuchi Ma, Pan Bian, Tao Xie, Qianxiang Wang","CodeR: Issue Resolving with Multi-Agent and Task Graphs","2024","10.48550/arxiv.2406.01304","excluded_via_snowball","doi:10.48550/arxiv.2406.01304","","extraction:llm"
"snow_00128","LiuLLMAgents2026","","Guangyao Chen, Siwei Dong, Yu Shu, Ge Zhang, Jaward Sesay, Börje Karlsson, Jie Fu, Yemin Shi","AutoAgents: A Framework for Automatic Agent Generation","2024","","excluded_via_snowball","hash:b05500e859f2","0.57","extraction:llm;crossref_no_match"
"snow_00129","LiuLLMAgents2026","","Junjie Chen, Jibesh Patra, Michael Pradel, Yingfei Xiong, Hongyu Zhang, Dan Hao, Lu Zhang","A Survey of Compiler Testing","2021","10.1145/3363562","excluded_via_snowball","doi:10.1145/3363562","","extraction:llm"
"snow_00130","LiuLLMAgents2026|WangAgenticProg2025","","Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Pondé de Oliveira Pinto, Jared Kaplan, Harri Edwards, Yuri Burda, Nicholas Joseph, Greg Brockman, Alex Ray, Raul Puri, Gretchen Krueger, Michael Petrov, Heidy Khlaaf, Girish Sastry, Pamela Mishkin, Brooke Chan, Scott Gray, Nick Ryder, Mikhai","Evaluating Large Language Models Trained on Code","2021","arxiv:2107.03374","excluded_via_snowball","doi:arxiv:2107.03374","","extraction:llm"
"snow_00131","LiuLLMAgents2026","","Weize Chen, Yusheng Su, Jingwei Zuo, Cheng Yang, Chenfei Yuan, Chi-Min Chan, Heyang Yu, Yaxi Lu, Yi-Hsin Hung, Chen Qian, Yujia Qin, Xin Cong, Ruobing Xie, Zhiyuan Liu, Maosong Sun, Jie Zhou","AgentVerse: Facilitating Multi-Agent Collaboration and Exploring Emergent Behaviors","2024","","excluded_via_snowball","hash:ab16a7c001c4","0.402","extraction:llm;crossref_no_match"
"snow_00132","LiuLLMAgents2026","","Xinyun Chen, Maxwell Lin, Nathanael Schärli, Denny Zhou","Teaching Large Language Models to Self-Debug","2024","","already_in_corpus","","0.576","extraction:llm;crossref_no_match"
"snow_00133","LiuLLMAgents2026","","Yinghao Chen, Zehao Hu, Chen Zhi, Junxiao Han, Shuiguang Deng, Jianwei Yin","ChatUniTest: A Framework for LLM-Based Test Generation","2024","10.1145/3663529.3663801","already_in_corpus","","","extraction:llm"
"snow_00134","LiuLLMAgents2026","","Yang Chen, Reyhaneh Jabbarvand","Neurosymbolic Repair of Test Flakiness","2024","10.1145/3650212.3680369","excluded_via_snowball","doi:10.1145/3650212.3680369","","extraction:llm"
"snow_00135","LiuLLMAgents2026","","Yuchen Chen, Weisong Sun, Chunrong Fang, Zhenpeng Chen, Yifei Ge, Tingxu Han, Quanjun Zhang, Yang Liu, Zhenyu Chen, Baowen Xu","Security of Language Models for Code: A Systematic Literature Review","2025","10.1145/3735554","excluded_via_snowball","doi:10.1145/3735554","","extraction:llm"
"snow_00136","LiuLLMAgents2026","","Zimin Chen, Steve Kommrusch, Michele Tufano, Louis-Noël Pouchet, Denys Poshyvanyk, Martin Monperrus","Sequence R: Sequence-to-Sequence Learning for End-to-End Program Repair","2021","10.1109/tse.2019.2940179","excluded_via_snowball","doi:10.1109/tse.2019.2940179","","extraction:llm"
"snow_00137","LiuLLMAgents2026","","Zhenpeng Chen, Xinyue Li, Jie M. Zhang, Weisong Sun, Ying Xiao, Tianlin Li, Yiling Lou, Yang Liu","Software Fairness Dilemma: Is Bias Mitigation a Zero-Sum Game?","2025","10.1145/3729350","excluded_via_snowball","doi:10.1145/3729350","1.03","extraction:llm"
"snow_00138","LiuLLMAgents2026","","Zhenpeng Chen, Sheng Shen, Ziniu Hu, Xuan Lu, Qiaozhu Mei, Xuanzhe Liu","Emoji-Powered Representation Learning for Cross-Lingual Sentiment Classification","2019","10.1145/3308558.3313600","excluded_via_snowball","doi:10.1145/3308558.3313600","1.03","extraction:llm"
"snow_00139","LiuLLMAgents2026","","Zhenpeng Chen, Jie M. Zhang, Max Hort, Mark Harman, Federica Sarro","Fairness Testing: A Comprehensive Survey and Analysis of Trends","2024","10.1145/3652155","excluded_via_snowball","doi:10.1145/3652155","","extraction:llm"
"snow_00140","LiuLLMAgents2026","","Yu Cheng, Jieshan Chen, Qing Huang, Zhenchang Xing, Xiwei Xu, Qinghua Lu","Prompt Sapper: A LLM-Empowered Production Tool for Building AI Chains","2024","10.1145/3638247","already_in_corpus","","","extraction:llm"
"snow_00141","LiuLLMAgents2026","","Yuheng Cheng, Ceyao Zhang, Zhengwen Zhang, Xiangrui Meng, Sirui Hong, Wenhao Li, Zihao Wang, Zekai Wang, Feng Yin, Junhua Zhao, Xiuqiang He","Exploring Large Language Model based Intelligent Agents: Definitions, Methods, and Prospects","2024","10.48550/arxiv.2401.03428","excluded_via_snowball","doi:10.48550/arxiv.2401.03428","","extraction:llm"
"snow_00142","LiuLLMAgents2026","","David R. Cok","OpenJML: JML for Java 7 by Extending OpenJDK","2011","10.1007/978-3-642-20398-5_35","excluded_via_snowball","doi:10.1007/978-3-642-20398-5_35","","extraction:llm"
"snow_00143","LiuLLMAgents2026","","Iain D. Craig","Blackboard Systems","1988","10.1007/bf00140399","excluded_via_snowball","doi:10.1007/bf00140399","","extraction:llm"
"snow_00144","LiuLLMAgents2026|WangAgenticProg2025","","Chris Cummins, Volker Seeker, Dejan Grubisic, Baptiste Roziere, Jonas Gehring, Gabriel Synnaeve, Hugh Leather","LLM Compiler: Foundation Language Models for Compiler Optimization","2025","10.1145/3708493.3712691","excluded_via_snowball","doi:10.1145/3708493.3712691","","extraction:llm"
"snow_00145","LiuLLMAgents2026","","Arghavan Moradi Dakhel, Amin Nikanjam, Vahid Majdinasab, Foutse Khomh, Michel C. Desmarais","Effective Test Generation Using Pre-Trained Large Language Models and Mutation Testing","2024","10.1016/j.infsof.2024.107468","already_in_corpus","","","extraction:llm"
"snow_00146","LiuLLMAgents2026","","Leonardo Mendonça de Moura, Nikolaj S. Bjørner","Z3: An Efficient SMT Solver","2008","10.1007/978-3-540-78800-3_24","excluded_via_snowball","doi:10.1007/978-3-540-78800-3_24","","extraction:llm"
"snow_00147","LiuLLMAgents2026","","Alix Decrop, Gilles Perrouin, Mike Papadakis, Xavier Devroey, Pierre-Yves Schobbens","You Can REST Now: Automated Specification Inference and Black-Box Testing of RESTful APIs with Large Language Models","2024","10.48550/arxiv.2402.05102","excluded_via_snowball","doi:10.48550/arxiv.2402.05102","","extraction:llm"
"snow_00148","LiuLLMAgents2026","","Gelei Deng, Yi Liu, Víctor Mayoral Vilches, Peng Liu, Yuekang Li, Yuan Xu, Martin Pinzger, Stefan Rass, Tianwei Zhang, Yang Liu","PentestGPT: Evaluating and Harnessing Large Language Models for Automated Penetration Testing","2024","","already_in_corpus","","0.594","extraction:llm;crossref_no_match"
"snow_00149","LiuLLMAgents2026","","Yinlin Deng, Chunqiu Steven Xia, Haoran Peng, Chenyuan Yang, Lingming Zhang","Large Language Models Are Zero-Shot Fuzzers: Fuzzing Deep-Learning Libraries via Large Language Models","2023","10.1145/3597926.3598067","already_in_corpus","","","extraction:llm"
"snow_00150","LiuLLMAgents2026","","Ajinkya Deshpande, Anmol Agarwal, Shashank Shet, Arun Iyer, Aditya Kanade, Ramakrishna Bairi, Suresh Parthasarathy","Natural Language to Class-level Code Generation by Iterative Tool-augmented Reasoning over Repository","2024","","excluded_via_snowball","hash:2b7a131b69a4","0.231","extraction:llm;crossref_no_match"
"snow_00151","LiuLLMAgents2026","","Yihong Dong, Jiazheng Ding, Xue Jiang, Ge Li, Zhuo Li, Zhi Jin","CodeScore: Evaluating Code Generation by Learning Code Execution","2025","10.1145/3695991","excluded_via_snowball","doi:10.1145/3695991","1.03","extraction:llm"
"snow_00152","LiuLLMAgents2026|OtoumAgenticSE2026","","Yihong Dong, Xue Jiang, Zhi Jin, Ge Li","Self-Collaboration Code Generation via ChatGPT","2024","10.1145/3672459","already_in_corpus","","","extraction:llm"
"snow_00153","LiuLLMAgents2026","","Xueying Du, Geng Zheng, Kaixin Wang, Jiayi Feng, Wentai Deng, Mingwei Liu, Bihuan Chen, Xin Peng, Tao Ma, Yiling Lou","Vul-RAG: Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG","2024","10.48550/arxiv.2406.11147","excluded_via_snowball","doi:10.48550/arxiv.2406.11147","","extraction:llm"
"snow_00154","LiuLLMAgents2026","","Yilun Du, Shuang Li, Antonio Torralba, Joshua B. Tenenbaum, Igor Mordatch","Improving Factuality and Reasoning in Language Models through Multiagent Debate","2024","","excluded_via_snowball","hash:0edc3be08ef4","0.395","extraction:llm;crossref_no_match"
"snow_00155","LiuLLMAgents2026","","Michael D. Ernst, Jeff H. Perkins, Philip J. Guo, Stephen McCamant, Carlos Pacheco, Matthew S. Tschantz, Chen Xiao","The Daikon System for Dynamic Detection of Likely Invariants","2007","10.1016/j.scico.2007.01.015","excluded_via_snowball","doi:10.1016/j.scico.2007.01.015","","extraction:llm"
"snow_00156","LiuLLMAgents2026","","Khashayar Etemadi, Bardia Mohammadi, Zhendong Su, Martin Monperrus","Mokav: Execution-driven Differential Testing with LLMs","2025","10.1016/j.jss.2025.112571","excluded_via_snowball","doi:10.1016/j.jss.2025.112571","","extraction:llm"
"snow_00157","LiuLLMAgents2026","","Sarah Fakhoury, Markus Kuppe, Shuvendu K. Lahiri, Tahina Ramananandro, Nikhil Swamy","3DGen: AI-Assisted Generation of Provably Correct Binary Format Parsers","2025","10.1109/icse55347.2025.00173","excluded_via_snowball","doi:10.1109/icse55347.2025.00173","","extraction:llm"
"snow_00158","LiuLLMAgents2026","","Mohamad Fakih, Rahul Dharmaji, Yasamin Moghaddas, Gustavo Quiros, Oluwatosin Ogundare, Mohammad Abdullah Al Faruque","LLM4PLC: Harnessing Large Language Models for Verifiable Programming of PLCs in Industrial Control Systems","2024","10.1145/3639477.3639743","excluded_via_snowball","doi:10.1145/3639477.3639743","","extraction:llm"
"snow_00159","LiuLLMAgents2026|OtoumAgenticSE2026|WangAgenticProg2025","","Angela Fan, Beliz Gokkaya, Mark Harman, Mitya Lyubarskiy, Shubho Sengupta, Shin Yoo, Jie M. Zhang","Large Language Models for Software Engineering: Survey and Open Problems","2023","10.1109/icse-fose59343.2023.00008","already_in_corpus","","","extraction:llm"
"snow_00160","LiuLLMAgents2026","","Gang Fan, Xiaoheng Xie, Xunjin Zheng, Yinan Liang, Peng Di","Static Code Analysis in the AI Era: An In-depth Exploration of the Concept, Function, and Potential of Intelligent Code Analysis Agents","2023","10.48550/arxiv.2310.08837","excluded_via_snowball","doi:10.48550/arxiv.2310.08837","","extraction:llm"
"snow_00161","LiuLLMAgents2026","","Richard Fang, Rohan Bindu, Akul Gupta, Daniel Kang","LLM Agents can Autonomously Exploit One-day Vulnerabilities","2024","10.48550/arxiv.2404.08144","excluded_via_snowball","doi:10.48550/arxiv.2404.08144","","extraction:llm"
"snow_00162","LiuLLMAgents2026","","Josselin Feist, Gustavo Grieco, Alex Groce","Slither: A Static Analysis Framework for Smart Contracts","2019","10.1109/wetseb.2019.00008","excluded_via_snowball","doi:10.1109/wetseb.2019.00008","","extraction:llm"
"snow_00163","LiuLLMAgents2026","","Sidong Feng, Chunyang Chen","Prompting Is All You Need: Automated Android Bug Replay with Large Language Models","2024","10.1145/3597503.3608137","already_in_corpus","","","extraction:llm"
"snow_00164","LiuLLMAgents2026","","Cormac Flanagan, K. Rustan M. Leino","Houdini, An Annotation Assistant for ESC/Java","2001","10.1007/3-540-45251-6_29","excluded_via_snowball","doi:10.1007/3-540-45251-6_29","","extraction:llm"
"snow_00165","LiuLLMAgents2026","","Dawei Gao, Zitao Li, Weirui Kuang, Xuchen Pan, Daoyuan Chen, Zhijian Ma, Bingchen Qian, Liuyi Yao, Lin Zhu, Chen Cheng, Hongzhu Shi, Yaliang Li, Bolin Ding, Jingren Zhou","AgentScope: A Flexible yet Robust Multi-Agent Platform","2024","10.48550/arxiv.2402.14034","excluded_via_snowball","doi:10.48550/arxiv.2402.14034","","extraction:llm"
"snow_00166","LiuLLMAgents2026","","Wei Gao, Shangwei Guo, Tianwei Zhang, Han Qiu, Yonggang Wen, Yang Liu","Privacy-Preserving Collaborative Learning With Automatic Transformation Search","2021","10.1109/cvpr46437.2021.00018","excluded_via_snowball","doi:10.1109/cvpr46437.2021.00018","1.03","extraction:llm"
"snow_00167","LiuLLMAgents2026","","Luca Gazzola, Daniela Micucci, Leonardo Mariani","Automatic Software Repair: A Survey","2019","10.1109/tse.2017.2755013","excluded_via_snowball","doi:10.1109/tse.2017.2755013","","extraction:llm"
"snow_00168","LiuLLMAgents2026","","Mor Geva, Roei Schuster, Jonathan Berant, Omer Levy","Transformer Feed-Forward Layers Are Key-Value Memories","2021","10.18653/v1/2021.emnlp-main.446","excluded_via_snowball","doi:10.18653/v1/2021.emnlp-main.446","","extraction:llm"
"snow_00169","LiuLLMAgents2026","","Daya Guo, Qihao Zhu, Dejian Yang, Zhenda Xie, Kai Dong, Wentao Zhang, Guanting Chen, Xiao Bi, Y. Wu, Y. K. Li, Fuli Luo, Yingfei Xiong, Wenfeng Liang","DeepSeek-Coder: When the Large Language Model Meets Programming","","","excluded_via_snowball","hash:ed658fd9413f","0.417","extraction:llm;crossref_no_match"
"snow_00170","LiuLLMAgents2026","","Daya Guo, Qihao Zhu, Dejian Yang, Zhenda Xie, Kai Dong, Wentao Zhang, Guanting Chen, Xiao Bi, Y. Wu, Y. K. Li, Fuli Luo, Yingfei Xiong, Wenfeng Liang","DeepSeek-Coder: When the Large Language Model Meets Programming - The Rise of Code Intelligence","2024","10.48550/arxiv.2401.14196","excluded_via_snowball","doi:10.48550/arxiv.2401.14196","","extraction:llm"
"snow_00171","LiuLLMAgents2026","","Taicheng Guo, Xiuying Chen, Yaqi Wang, Ruidi Chang, Shichao Pei, Nitesh V. Chawla, Olaf Wiest, Xiangliang Zhang","Large Language Model based Multi-agents: A Survey of Progress and Challenges","2024","","excluded_via_snowball","hash:2f693d61e543","0.417","extraction:llm;crossref_no_match"
"snow_00172","LiuLLMAgents2026","","Yaoqi Guo, Zhenpeng Chen, Jie M. Zhang, Yang Liu, Yun Ma","Personality-Guided Code Generation Using Large Language Models","2025","10.18653/v1/2025.acl-long.54","excluded_via_snowball","doi:10.18653/v1/2025.acl-long.54","","extraction:llm"
"snow_00173","LiuLLMAgents2026","","Yu Hao, Weiteng Chen, Ziqiao Zhou, Weidong Cui","E&V: Prompting Large Language Models to Perform Static Analysis by Pseudo-code Execution and Verification","2023","10.48550/arxiv.2312.08477","excluded_via_snowball","doi:10.48550/arxiv.2312.08477","","extraction:llm"
"snow_00174","LiuLLMAgents2026","","Deepti Singh, Harish Chandra Maurya, Ankit Thakur","A Survey on Incremental Software Development Life Cycle Model","2015","","excluded_via_snowball","hash:6c94402be1e6","0.77","extraction:llm;crossref_no_match"
"snow_00175","LiuLLMAgents2026","","Konrad Hałas","Mutpy: A Mutation Testing Tool for Python 3.x Source Code","2019","","excluded_via_snowball","hash:cc2d6e7e31bd","0.342","extraction:llm;crossref_no_match"
"snow_00176","LiuLLMAgents2026|OtoumAgenticSE2026","","Junda He, Christoph Treude, David Lo","LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead","2025","10.1145/3712003","excluded_via_snowball","doi:10.1145/3712003","","extraction:llm"
