"paper_id","doi","title","venue","scis_rank","safe_filename","status","source","pdf_url","attempts","first_attempt_date","last_attempt_date","retrieved_at","file_size_bytes","notes"
"doi:10.1145/3694907.3765933","10.1145/3694907.3765933","RealitySummary: Exploring On-Demand Mixed Reality Text Summarization and Question Answering using Large Language Models","Proceedings of the 2025 ACM Symposium on Spatial User Interaction","Not found","doi_10.1145_3694907.3765933.pdf","failed","unpaywall","https://doi.org/10.1145/3694907.3765933","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.infsof.2025.107832","10.1016/j.infsof.2025.107832","Assisting early-stage software startups with LLMs: Effective prompt engineering and system instruction design","Information and Software Technology","A","doi_10.1016_j.infsof.2025.107832.pdf","failed","unpaywall","https://doi.org/10.1016/j.infsof.2025.107832","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/computers14110501","10.3390/computers14110501","AutoQALLMs: Automating Web Application Testing Using Large Language Models (LLMs) and Selenium","Computers","Not found","doi_10.3390_computers14110501.pdf","failed","unpaywall","https://www.mdpi.com/2073-431X/14/11/501/pdf?version=1763463559","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3663547.3759729","10.1145/3663547.3759729","Accessibility Heuristics for Vibe Coding Interfaces","Assets 2025 Proceedings of the 27th International ACM Sigaccess Conference on Computers and Accessibility","Not found","doi_10.1145_3663547.3759729.pdf","retrieved","existing_on_disk","https://dl.acm.org/doi/pdf/10.1145/3663547.3759729","3","2026-04-16","2026-04-16","2026-04-16T07:22:41.191393+00:00","458922","valid_pdf_458922bytes"
"doi:10.1145/3733237","10.1145/3733237","LLM-assisted Bug Identification and Correction for Verilog HDL","ACM Trans. Des. Autom. Electron. Syst.","Not found","doi_10.1145_3733237.pdf","failed","","","6","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3744257.3744266","10.1145/3744257.3744266","When LLM-Generated Code Perpetuates User Interface Accessibility Barriers, How Can We Break the Cycle?","Proceedings of the 22nd International Web for All Conference","Not found","doi_10.1145_3744257.3744266.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3744257.3744266","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3750069.3750397","10.1145/3750069.3750397","Eyes on the Code: Mapping Critical Thinking Through Eye-Tracking for Student-LLM Coding Interactions","Chitaly 2025 Proceedings of the 16th Biannual Conference of the Italian Sigchi Chapter","Not found","doi_10.1145_3750069.3750397.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3750069.3750397","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3750069.3750103","10.1145/3750069.3750103","Towards Human-Centered RAG: A Study of AI-Supported Testing Practices in Italian Public Administration","Chitaly 2025 Proceedings of the 16th Biannual Conference of the Italian Sigchi Chapter","Not found","doi_10.1145_3750069.3750103.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3750069.3750103","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3745900.3746089","10.1145/3745900.3746089","Augmented Body Communicator: Enhancing daily body expression for people with upper limb limitations through LLM and a robotic arm","Proceedings of the Augmented Humans International Conference 2025","Not found","doi_10.1145_3745900.3746089.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2505.05832.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:35:08.622035+00:00","2396591","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2505.05832; download_ok_url0; valid_pdf_2396591bytes"
"doi:10.1145/3744335.3758482","10.1145/3744335.3758482","Vibe Coding in Practice: Building a Driving Simulator Without Expert Programming Skills","Adjunct Conference Proceedings 17th International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications Automotiveui 2025","Not found","doi_10.1145_3744335.3758482.pdf","retrieved","existing_on_disk","https://dl.acm.org/doi/pdf/10.1145/3744335.3758482","3","2026-04-16","2026-04-16","2026-04-16T07:22:41.191814+00:00","4939105","valid_pdf_4939105bytes"
"doi:10.1145/3716848","10.1145/3716848","Security Weaknesses of Copilot-Generated Code in GitHub Projects: An Empirical Study","ACM Trans. Softw. Eng. Methodol.","A*","doi_10.1145_3716848.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2310.02059.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:35:11.628408+00:00","3172607","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2310.02059; download_ok_url0; valid_pdf_3172607bytes"
"doi:10.1145/3721127","10.1145/3721127","Accountability in Code Review: The Role of Intrinsic Drivers and the Impact of LLMs","ACM Transactions on Software Engineering and Methodology","A*","doi_10.1145_3721127.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2502.15963.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:35:19.432462+00:00","1606108","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2502.15963; download_ok_url0; valid_pdf_1606108bytes"
"doi:10.3390/data10100156","10.3390/data10100156","Automated Test Generation Using Large Language Models","Data","Not found","doi_10.3390_data10100156.pdf","failed","unpaywall","https://www.mdpi.com/2306-5729/10/10/156/pdf?version=1759232980","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.5815/ijmecs.2025.05.07","10.5815/ijmecs.2025.05.07","Local Agentic RAG-Based Information System Development for Intelligent Analysis of GitHub Code Repositories in Computer Science Education","International Journal of Modern Education and Computer Science","Not found","doi_10.5815_ijmecs.2025.05.07.pdf","retrieved","unpaywall","https://www.mecs-press.org/ijmecs/ijmecs-v17-n5/IJMECS-V17-N5-7.pdf","2","2026-04-16","2026-04-16","2026-04-16T03:40:55.445611+00:00","1258647","unpaywall_ok; download_ok; valid_pdf_1258647bytes"
"doi:10.29207/resti.v9i5.6950","10.29207/resti.v9i5.6950","Student-Generated User Story Quality: A Study on Practitioner and ChatGPT Evaluation","Jurnal Resti","Not found","doi_10.29207_resti.v9i5.6950.pdf","failed","unpaywall","https://jurnal.iaii.or.id/index.php/RESTI/article/download/6950/1154","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/app151910403","10.3390/app151910403","CodeDive: A Web-Based IDE with Real-Time Code Activity Monitoring for Programming Education","Applied Sciences Switzerland","Not found","doi_10.3390_app151910403.pdf","failed","unpaywall","https://www.mdpi.com/2076-3417/15/19/10403/pdf?version=1758800707","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3746059.3747689","10.1145/3746059.3747689","ViseGPT: Towards Better Alignment of LLM-generated Data Wrangling Scripts and User Prompts","Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology","Not found","doi_10.1145_3746059.3747689.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2508.01279.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:35:46.598543+00:00","2948699","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2508.01279; download_ok_url0; valid_pdf_2948699bytes"
"doi:10.1145/3746059.3747625","10.1145/3746059.3747625","Steering Semantic Data Processing With DocWrangler","Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology","Not found","doi_10.1145_3746059.3747625.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2504.14764.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:36:10.690025+00:00","5947658","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2504.14764; download_ok_url0; valid_pdf_5947658bytes"
"doi:10.1145/3746059.3747778","10.1145/3746059.3747778","Semantic Commit: Helping Users Update Intent Specifications for AI Memory at Scale","Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology","Not found","doi_10.1145_3746059.3747778.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2504.09283.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:36:30.822827+00:00","3688134","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2504.09283; download_ok_url0; valid_pdf_3688134bytes"
"doi:10.1145/3743703","10.1145/3743703","From Overwhelmed to Overview: Understanding Smartphone Users' Preferences and Expectations in Relieving Notification Overload via Text Summarization","Proc. ACM Hum.-Comput. Interact.","Not found","doi_10.1145_3743703.pdf","failed","","","6","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3749513","10.1145/3749513","Vinci: A Real-time Smart Assistant Based on Egocentric Vision-language Model for Portable Devices","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","Not found","doi_10.1145_3749513.pdf","failed","","","6","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.ijhcs.2025.103555","10.1016/j.ijhcs.2025.103555","“This is human intelligence debugging artificial intelligence”: Examining how people prompt GPT in seeking mental health support","International Journal of Human Computer Studies","A","doi_10.1016_j.ijhcs.2025.103555.pdf","failed","unpaywall","https://doi.org/10.1016/j.ijhcs.2025.103555","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/higheredu4030031","10.3390/higheredu4030031","Exploring the Impact of LLM Prompting on Students’ Learning","Trends in Higher Education","Not found","doi_10.3390_higheredu4030031.pdf","failed","unpaywall","https://www.mdpi.com/2813-4346/4/3/31/pdf?version=1751014660","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/fi17090418","10.3390/fi17090418","Refactoring Loops in the Era of LLMs: A Comprehensive Study","Future Internet","Not found","doi_10.3390_fi17090418.pdf","failed","unpaywall","https://doi.org/10.3390/fi17090418","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3715007","10.1145/3715007","An Empirical Study on Challenges for LLM Application Developers","ACM Trans. Softw. Eng. Methodol.","A*","doi_10.1145_3715007.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2408.05002.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:37:27.135280+00:00","2577471","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2408.05002; download_ok_url0; valid_pdf_2577471bytes"
"doi:10.1145/3716167","10.1145/3716167","Towards Reliable Evaluation of Neural Program Repair with Natural Robustness Testing","ACM Transactions on Software Engineering and Methodology","A*","doi_10.1145_3716167.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2402.11892","2","2026-04-16","2026-04-16","2026-04-16T03:41:47.733204+00:00","2433166","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_2433166bytes"
"doi:10.1002/spe.3432","10.1002/spe.3432","NoCodeGPT: A No-Code Interface for Building Web Apps With Language Models","Software Practice and Experience","B","doi_10.1002_spe.3432.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2310.14843.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:37:50.325448+00:00","980563","unpaywall_ok; download_failed_all_1_urls; semscholar_ok; download_failed_all_4_urls; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2310.14843; download_ok_url0; valid_pdf_980563bytes"
"doi:10.1145/3696630.3727235","10.1145/3696630.3727235","""Person is a person, a tool is a tool"" - ChatGPT’s Role in Student Help-Seeking Behavior and Peer Support","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3727235.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3696630.3727235","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3696630.3731667","10.1145/3696630.3731667","Why Do Software Practitioners Use ChatGPT for Software Development Tasks?","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3731667.pdf","failed","unpaywall","https://doi.org/10.1145/3696630.3731667","6","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3696630.3728698","10.1145/3696630.3728698","How Well Do ChatGPT Models Maintain Software?","Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3728698.pdf","failed","","","6","2026-04-16","2026-04-16","","0","unpaywall_not_found; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3696630.3727244","10.1145/3696630.3727244","A Comparative Study on ChatGPT and Checklist as Support Tools for Unit Testing Education","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3727244.pdf","failed","unpaywall","https://doi.org/10.1145/3696630.3727244","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3696630.3730566","10.1145/3696630.3730566","Human-AI Collaboration in Software Development: A Mixed-Methods Study of Developers’ Use of GitHub Copilot and ChatGPT","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3730566.pdf","retrieved","existing_on_disk","https://dl.acm.org/doi/pdf/10.1145/3696630.3730566","2","2026-04-16","2026-04-16","2026-04-16T06:15:37.544806+00:00","581697","valid_pdf_581697bytes"
"doi:10.1145/3696630.3728552","10.1145/3696630.3728552","BitsAI-CR: Automated Code Review via LLM in Practice","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3728552.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2501.15134.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:38:46.022468+00:00","2529684","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2501.15134; download_ok_url0; valid_pdf_2529684bytes"
"doi:10.1145/3696630.3728559","10.1145/3696630.3728559","Using Large Language Models to Support the Workflow of Differential Testing","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3696630.3728559.pdf","retrieved","existing_on_disk","https://doi.org/10.1145/3696630.3728559","3","2026-04-16","2026-04-16","2026-04-16T07:22:41.192894+00:00","1078233","valid_pdf_1078233bytes"
